#Version: 1.0.0.0
ID;ObservationType;Details1;Details2;Details3;Details4;Details5;Details6;Deactivation;Class;Message;MinPendingTime;Latch1;Latch2;HigherPrioAlarm
53;Digital;algGVL.GPA_APS.P_Tst10BrkDop;=;TRUE;;;;;Warning;Отказ 10-го канала измерения Тст, обнаруженный допусковым контролем;t#0s;;;
54;Digital;algGVL.GPA_APS.P_Tst10BrkOtkl;=;TRUE;;;;;Warning;Отказ 10-го канала измерения Тст, по отклонению от среднего;t#0s;;;
55;Digital;algGVL.GPA_APS.P_Tst11BrkDop;=;TRUE;;;;;Warning;Отказ 11-го канала измерения Тст, обнаруженный допусковым контролем;t#0s;;;
56;Digital;algGVL.GPA_APS.P_Tst11BrkOtkl;=;TRUE;;;;;Warning;Отказ 11-го канала измерения Тст, по отклонению от среднего;t#0s;;;
57;Digital;algGVL.GPA_APS.P_Tst21BrkDop;=;TRUE;;;;;Warning;Отказ 12-го канала измерения Тст, обнаруженный допусковым контролем;t#0s;;;
58;Digital;algGVL.GPA_APS.P_Tst12BrkOtkl;=;TRUE;;;;;Warning;Отказ 12-го канала измерения Тст, по отклонению от среднего;t#0s;;;
59;Digital;algGVL.GPA_APS.P_TmspKvdHigh;=;TRUE;;;;;Warning;Повышенная температура масла опоры ШП компрессора ГГ;t#0s;;;
60;Digital;algGVL.GPA_APS.P_TmspKvdBrk;=;TRUE;;;;;Warning;ПС: «Отказ датчика измерения температуры масла опоры ШП компрессора ГГ»;t#0s;;;
61;Digital;algGVL.GPA_APS.P_TmrpTvdHigh;=;TRUE;;;;;Warning;Повышенная температура масла опоры РП турбины ГГ;t#0s;;;
62;Digital;algGVL.GPA_APS.P_TmrpTvdBrk;=;TRUE;;;;;Warning;ПС: «Отказ датчика температуры масла опоры РП турбины ГГ»;t#0s;;;
63;Digital;algGVL.GPA_APS.P_TmopStHigh;=;TRUE;;;;;Warning;Повышенная температура масла от подшипн.СТ;t#0s;;;
64;Digital;algGVL.GPA_APS.P_TmopStBrk;=;TRUE;;;;;Warning;ПС: «Отказ датчика температуры масла от подшипн. СТ»;t#0s;;;
65;Digital;algGVL.GPA_APS.P_Ppg_inStV_low;=;TRUE;;;;;Warning;Низкое давление газа перед СтВ;t#0s;;;
66;Digital;algGVL.GPA_APS.P_PoutStVMax;=;TRUE;;;;;Warning;Повышенное давление газа на выходе из СтВ;t#0s;;;
67;Digital;algGVL.GPA_APS.P_CVStVMax;=;TRUE;;;;;Warning;Высокие обороты стартера (ЦВ СтВ);t#0s;;;
68;Digital;algGVL.GPA_APS.P_PtgMin;=;TRUE;;;;;Warning;Низкое давление топливного газа перед СК;t#0s;;;
69;Digital;algGVL.GPA_APS.P_PtgLow;=;TRUE;;;;;Warning;Пониженное давление топливного газа перед СК;t#0s;;;
70;Digital;algGVL.GPA_APS.P_PtgHigh;=;TRUE;;;;;Warning;Повышенное давление топливного газа перед СК;t#0s;;;
71;Digital;algGVL.GPA_APS.P_KPVBrk;=;TRUE;;;;;Warning;Отказ гидравлико-механической части канала управления ИМ КПВ или отказ сигнализатора давления;t#0s;;;
72;Digital;algGVL.GPA_APS.P_KPVIMBrk;=;TRUE;;;;;Warning;Отказ электрической части канала управления КПВ - ПС на режиме и на останове;t#0s;;;
73;Digital;algGVL.GPA_APS.P_KPGBrk;=;TRUE;;;;;Warning;Отказ гидравлико-механической части канала управления ИМ КПВЗ, КПГ или отказ сигнализатора давления;t#0s;;;
74;Digital;algGVL.GPA_APS.P_KPGIMBrk;=;TRUE;;;;;Warning;Отказ электрической части канала управления КПГ, КПВЗ - ПС на режиме и на останове;t#0s;;;
75;Digital;algGVL.GPA_APS.P_StrMStV;=;TRUE;;;;;Warning;Стружка в масле СтВ;t#0s;;;
76;Digital;algGVL.GPA_APS.P_hiTv_KShT;=;TRUE;;;;;Warning;Повышеннаятемпература воздуха под КШТ;t#0s;;;
77;Digital;algGVL.GPA_APS.P_loTv_KShT;=;TRUE;;;;;Warning;Низкая температура воздуха под КШТ;t#0s;;;
78;Digital;algGVL.GPA_APS.P_Door_VOU_ON;=;TRUE;;;;;Warning;Двери ВОУ открыты;t#0s;;;
79;Digital;algGVL.GPA_APS.P_deltaPvxHigh;=;TRUE;;;;;Warning;Повышенный перепад давления на входе в двигатель;t#0s;;;
80;Digital;algGVL.GPA_APS.P_PkvdHigh;=;TRUE;;;;;Warning;Повышенное давление воздуха за компрессором ГГ;t#0s;;;
81;Digital;algGVL.GPA_APS.P_PSufHigh;=;TRUE;;;;;Warning;Повышенное давление суфлирования;t#0s;;;
82;Digital;algGVL.GPA_APS.P_VibPpHigh;=;TRUE;;;;;Warning;Виброскорость двигателя в зоне ПП  повышенная;t#0s;;;
83;Digital;algGVL.GPA_APS.P_VibZpHigh;=;TRUE;;;;;Warning;Повышенная вибрация ЗПД;t#0s;;;
84;Digital;algGVL.GPA_APS.P_VibDHigh;=;TRUE;;;;;Warning;Повышенная вибрация двигателя (Дискр.);t#0s;;;
85;Digital;algGVL.GPA_APS.P_StrFS;=;TRUE;;;;;Warning;Стружка в фильтре-сигнализаторе;t#0s;;;
86;Digital;algGVL.GPA_APS.P_StrKP;=;TRUE;;;;;Warning;Стружка в масле коробке приводов;t#0s;;;
87;Digital;algGVL.GPA_APS.P_StrSPK;=;TRUE;;;;;Warning;Стружка в масле ШП КВД;t#0s;;;
88;Digital;algGVL.GPA_APS.P_StrRPT;=;TRUE;;;;;Warning;Стружка в масле РП ТВД;t#0s;;;
89;Digital;algGVL.GPA_APS.P_StrST;=;TRUE;;;;;Warning;Стружка в масле опор СТ;t#0s;;;
90;Digital;algGVL.GPA_APS.P_dPv_KShT_bayGTU;=;TRUE;;;;;Warning;Низкий перепад м/у КШТ и отсеком  ГТУ;t#0s;;;
91;Digital;algGVL.GPA_APS.P_Door_KShT;=;TRUE;;;;;Warning;Двери КШТ открыты;t#0s;;;
92;Digital;algGVL.GPA_APS.P_TmvhDmin;=;TRUE;;;;;Warning;Пониженная температура масла на входе в двигатель ;t#0s;;;
93;Digital;algGVL.GPA_APS.P_TmvhDmax;=;TRUE;;;;;Warning;Повышенная температура масла на входе в двигатель ;t#0s;;;
94;Digital;algGVL.GPA_APS.P_hiTtg_inTRK;=;TRUE;;;;;Warning;Повышенная температура топливного газа перед дозатором;t#0s;;;
95;Digital;algGVL.GPA_APS.P_loTtg_inTRK;=;TRUE;;;;;Warning;Пониженная температура топливного газа перед дозатором;t#0s;;;
96;Digital;algGVL.GPA_APS.P_PvrpkHigh;=;TRUE;;;;;Warning;Повышенное давление воздуха за компрессором ГГ;t#0s;;;
97;Digital;algGVL.GPA_APS.P_AVOMD_TmOut_max;=;TRUE;;;;;Warning;Высокая температура масла на выходе АВОМД;t#0s;;;
98;Digital;algGVL.GPA_APS.P_Pm_outD;=;TRUE;;;;;Warning;Высокое давление масла на выходе ГТУ;t#0s;;;
99;Digital;algGVL.GPA_APS.P_dP_BVMF84_high;=;TRUE;;;;;Warning;Повышенный перепад на блоке выносных МФ-84;t#0s;;;
100;Digital;algGVL.GPA_APS.P_dP_F3_high;=;TRUE;;;;;Warning;Повышенный перепад масла на БФ (Ф3);t#0s;;;
101;Digital;algGVL.GPA_APS.P_dP_F4_high;=;TRUE;;;;;Warning;Повышенный перепад масла на БФ (Ф4);t#0s;;;
102;Digital;algGVL.GPA_APS.P_dP_MFS94_high;=;TRUE;;;;;Warning;Повышенный перепад на масляном фильтре МФС-94;t#0s;;;
103;Digital;algGVL.GPA_APS.P_MBD_Hmax;=;TRUE;;;;;Warning;МБД полный;t#0s;;;
104;Digital;algGVL.GPA_APS.P_Lm_MBD;=;TRUE;;;;;Warning;Минимальное количество масла в МБД;t#0s;;;
105;Digital;algGVL.GPA_APS.P_Blck_TEN_Lm_MBD;=;TRUE;;;;;Warning;Блокировка включения ТЭН в МБД;t#0s;;;
106;Digital;algGVL.GPA_APS.P_dPg_FO;=;TRUE;;;;;Warning;Фильтр пускового газа засорен;t#0s;;;
107;Digital;algGVL.GPA_APS.P_dP_filtGaz;=;TRUE;;;;;Warning;Повышенный перепад давления топливного газа на фильтрах очистки;t#0s;;;
108;Digital;algGVL.GPA_APS.P_AVOMD_ON;=;TRUE;;;;;Warning;Нет напряжения на ЩУ АВОМД ;t#0s;;;
109;Digital;algGVL.GPA_APS.P_AVOMD_ready;=;TRUE;;;;;Warning;АВОМД не готов к пуску;t#0s;;;
110;Digital;algGVL.GPA_APS.P_dP_MBDdozap_high;=;TRUE;;;;;Warning;Фильтр заправки МБД засорен;t#0s;;;
111;Digital;algGVL.GPA_APS.P_loTm_MBN;=;TRUE;;;;;Warning;Масло в МБН не разогрето;t#0s;;;
112;Digital;algGVL.GPA_APS.P_hiTm_MBN;=;TRUE;;;;;Warning;Повышенная температура масла в МБН;t#0s;;;
113;Digital;algGVL.GPA_APS.P_Tm_inAVOMN;=;TRUE;;;;;Warning;Высокая температура масла на выходе АВОМ Н;t#0s;;;
114;Digital;algGVL.GPA_APS.P_AVOMN_TmOut_max;=;TRUE;;;;;Warning;Высокая температура масла на выходе АВОМ Н;t#0s;;;
115;Digital;algGVL.GPA_APS.P_dPg_protGridN;=;TRUE;;;;;Warning;Повышенная перепад на сетке перед Н;t#0s;;;
116;Digital;algGVL.GPA_APS.P_AVOMN_ON;=;TRUE;;;;;Warning;Нет напряжения АВОМ Н;t#0s;;;
117;Digital;algGVL.GPA_APS.P_AVOMN_ready;=;TRUE;;;;;Warning;АВОМН не готов к пуску;t#0s;;;
118;Digital;algGVL.GPA_APS.P_hiTw_outUTO;=;TRUE;;;;;Warning;Повышенная температура воды на выходе УТО;t#0s;;;
119;Digital;algGVL.GPA_APS.P_UTO_PvOut_low;=;TRUE;;;;;Warning;Низкое давление воды на входе УТО;t#0s;;;
120;Digital;algGVL.GPA_APS.P_UTO_PvOut_high;=;TRUE;;;;;Warning;Высокое давление воды на выходе УТО;t#0s;;;
121;Digital;algGVL.GPA_APS.P_BK1_ON;=;TRUE;;;;;Warning;БК1 ВОУ открыт;t#0s;;;
122;Digital;algGVL.GPA_APS.P_BK2_ON;=;TRUE;;;;;Warning;БК2 ВОУ открыт;t#0s;;;
123;Digital;algGVL.GPA_APS.P_dPv_filtVOU;=;TRUE;;;;;Warning;Засорение блока фильтров ВОУ;t#0s;;;
124;Digital;algGVL.GPA_APS.P_loQv_blowD;=;TRUE;;;;;Warning;Низкий расход воздуха обдува двигателя;t#0s;;;
125;Digital;algGVL.GPA_APS.P_hiTv_bayN;=;TRUE;;;;;Warning;Высокая температура в отсеке Н;t#0s;;;
126;Digital;algGVL.GPA_APS.P_loTv_bayN;=;TRUE;;;;;Warning;Низкая температура в отсеке Н;t#0s;;;
127;Digital;algGVL.GPA_APS.P_hiTv_bayGTU;=;TRUE;;;;;Warning;Высокая температура в отсеке ГТУ;t#0s;;;
128;Digital;algGVL.GPA_APS.P_loTv_bayGTU;=;TRUE;;;;;Warning;Низкаятемпературав отсеке ГТУ;t#0s;;;
129;Digital;algGVL.GPA_APS.P_hiTv_bayBU;=;TRUE;;;;;Warning;Высокая температура в БУ;t#0s;;;
130;Digital;algGVL.GPA_APS.P_loTv_bayBU;=;TRUE;;;;;Warning;Низкаятемпературав БУ;t#0s;;;
131;Digital;algGVL.GPA_APS.P_hiTv_OMA;=;TRUE;;;;;Warning;Высокая температура в отсеке МА;t#0s;;;
132;Digital;algGVL.GPA_APS.P_loTv_OMA;=;TRUE;;;;;Warning;Низкая температура в отсеке МА;t#0s;;;
133;Digital;algGVL.GPA_APS.P_hiTv_OPT;=;TRUE;;;;;Warning;Высокая температура в отсеке ПТ;t#0s;;;
134;Digital;algGVL.GPA_APS.P_loTv_OPT;=;TRUE;;;;;Warning;Низкая температура в отсеке ПТ;t#0s;;;
135;Digital;algGVL.GPA_APS.P_UPS_fault;=;TRUE;;;;;Warning;УПС неисправна;t#0s;;;
136;Digital;algGVL.GPA_APS.P_UPS_noReady;=;TRUE;;;;;Warning;УПС не готова к пуску ГПА;t#0s;;;
137;Digital;algGVL.GPA_APS.P_Gas_N_high;=;TRUE;;;;;Warning;Концентрация метана в отсеке Н > 0.5%;t#0s;;;
138;Digital;algGVL.GPA_APS.P_Gas_GTU_high;=;TRUE;;;;;Warning;Концентрация метана в отсеке ГТУ > 0.5%;t#0s;;;
139;Digital;algGVL.GPA_APS.P_Gas_KShT_high;=;TRUE;;;;;Warning;Концентрация метана  под КШТ  > 0.5%;t#0s;;;
140;Digital;algGVL.GPA_APS.P_Fault_AKZ_KShT;=;TRUE;;;;;Warning;Неисправность АКЗ под КШТ;t#0s;;;
141;Digital;algGVL.GPA_APS.P_Fault_AKZ_bayN;=;TRUE;;;;;Warning;Неисправность АКЗ в отсеке ГТУ;t#0s;;;
142;Digital;algGVL.GPA_APS.P_KrAPK_heat_ON;=;TRUE;;;;;Warning;Обогрев Крана 6р(АПК) не включен ;t#0s;;;
143;Digital;algGVL.GPA_APS.P_Door_BU_ON;=;TRUE;;;;;Warning;Двери БУ открыты;t#0s;;;
144;Digital;algGVL.GPA_APS.P_AVR_ON;=;TRUE;;;;;Warning;Система АВР не включена ;t#0s;;;
145;Digital;algGVL.GPA_APS.P_noU380_line1;=;TRUE;;;;;Warning;Отсутствует напряжения 380 В 50Гц линия 1;t#0s;;;
146;Digital;algGVL.GPA_APS.P_noU380_line2;=;TRUE;;;;;Warning;Отсутствует напряжения 380 В 50Гц линия 2;t#0s;;;
147;Digital;algGVL.GPA_APS.P_noU220_EPUU_Kr;=;TRUE;;;;;Warning;Нет напряжения питания кранов;t#0s;;;
148;Digital;algGVL.GPA_APS.P_loU_main;=;TRUE;;;;;Warning;Контроль ~220 (<187 В);t#0s;;;
149;Digital;algGVL.GPA_APS.P_hiU_main;=;TRUE;;;;;Warning;Контроль ~220 (>242 В);t#0s;;;
150;Digital;algGVL.GPA_APS.P_loU_reserv;=;TRUE;;;;;Warning;Контроль =220 (<187 В);t#0s;;;
151;Digital;algGVL.GPA_APS.P_hiU_reserv;=;TRUE;;;;;Warning;Контроль =220 (>242 В);t#0s;;;
152;Digital;algGVL.GPA_APS.P_ShRU_manual;=;TRUE;;;;;Warning;Ручное управление на ЩРУ включено;t#0s;;;
153;Digital;algGVL.GPA_APS.P_IvDPf_fault;=;TRUE;;;;;Warning;Отказ виброаппаратуры ИВ-Д-ПФ;t#0s;;;
